aba 阿爸
reshensai 热身赛
reshui 热水
reshuidai 热水袋
reshuiping 热水瓶
reshuiqi 热水器
retengteng 热腾腾
retian 热天
retu 热土
rewang 热望
rexian 热线
rexiandianhua 热线电话
rexiao 热销
rexiaoying 热效应
rexin 热心
rexinchang 热心肠
rexue 热血
reya 热压
reyin 热饮
reyuan 热源
rezhan 热战
rezhong 热衷
renfuyushi 人浮于事
rengongshoujing 人工授精
renji 人迹
renkou 刃口
renxinbugu 人心不古
renyangmafan 人仰马翻
renzangjuhuo 人赃俱获
renzhi 人治
ren 仞
rencai 人才
rencaibeichu 人才辈出
rencaijiji 人才济济
rencaishichang 人才市场
renchao 人潮
rencheng 人称
renci 仁慈
rencong 任从
renda 人大
rendan 人丹
rendao 人道
rendaozhuyi 人道主义
rendishengshu 人地生疏
rending 人定
rendingxingwang 人丁兴旺
rendingshengtian 人定胜天
renduoshizhong 人多势众
renduozuiza 人多嘴杂
renfan 人犯
renfanzi 人贩子
renfanggongcheng 人防工程
rengaomada 人高马大
renge 人格
rengehua 人格化
rengeyouzhi 人各有志
rengong 人工
rengonghuxi 人工呼吸
rengonghu 人工湖
rengongjiangyu 人工降雨
rengongliuchan 人工流产
rengongzhineng 人工智能
renhai 人海
renhaizhanshu 人海战术
renhe 人和
renhuanmajiao 人欢马叫
renhuan 人寰
renhuo 人祸
renjiduihua 人机对话
renjihanzhi 人迹罕至
renjia 人家
renjian 人间
renjie 人杰
renjiediling 人杰地灵
renjinqicai 人尽其才
renjing 人精
renjun 人均
renkunmafa 人困马乏
renlaifeng 人来疯
renlairenwang 人来人往
renlaozhuhuang 人老珠黄
renlei 人类
renli 人力
renliche 人力车
renliu 人流
renlun 人伦
renma 人马
renmanweihuan 人满为患
renmen 人们
renmianshouxin 人面兽心
renmin 人民
renminbi 人民币
renmindaibiaodahui 人民代表大会
renminfayuan 人民法院
renmingongshe 人民公社
renminjianchayuan 人民检察院
renmintuanti 人民团体
renminzhanzheng 人民战争
renminzhengfu 人民政府
renming 认命
renmingguantian 人命关天
renmugouyang 人模狗样
renpin 人品
renqi 人气
renqianrenhou 人前人后
renqiang 人墙
renqing 人情
renqingshigu 人情世故
renqingweier 人情味儿
renqingzhai 人情债
renquan 人权
renqun 人群
renren 人人
renrui 人瑞
renshanrenhai 人山人海
renshen 妊娠
renshenbaoxian 人身保险
renshenziyou 人身自由
rensheng 认生
renshengguan 人生观
renshi 人氏
renshijian 人世间
renshou 人手
renshounianfeng 人寿年丰
renshu 稔熟
rensuobuchi 人所不齿
rensuogongzhi 人所共知
renti 人梯
rentizhadan 人体炸弹
rentou 认头
rentoushui 人头税
renwang 人望
renweiyanqing 人微言轻
renwei 人为
renweier 人味儿
renwen 人文
renwenkexue 人文科学
renwu 任务
renxiang 人像
renxin 忍心
renxinhuanghuang 人心惶惶
renxinsuoxiang 人心所向
renxinxiangbei 人心向背
renxingdao 人行道
renxinghengdao 人行横道
renxing 韧性
renxuan 任选
renyan 人烟
renyankewei 人言可畏
renyanger 人样儿
renyao 人妖
renyi 人意
renyinger 人影儿
renyu 人鱼
renyuan 人缘
renyunyiyun 人云亦云
renzao 人造
renzaoge 人造革
renzaomian 人造棉
renzaosi 人造丝
renzaoweixing 人造卫星
renzaoxianwei 人造纤维
renzha 人渣
renzheng 仁政
renzhichangqing 人之常情
renzhong 人种
renai 仁爱
rener 仁儿
renhou 仁厚
renrenjunzi 仁人君子
renrenzhishi 仁人志士
renxiong 仁兄
renyidaode 仁义道德
renyizhishi 仁义之师
renzhiyijin 仁至义尽
rendong 忍冬
renjiaie 忍饥挨饿
renjunbujin 忍俊不禁
rennai 忍耐
renqitunsheng 忍气吞声
renrang 忍让
renru 忍辱
renrufuzhong 忍辱负重
rentong 忍痛
renwukeren 忍无可忍
renran 荏苒
rencuo 认错
rende 认得
renfa 认罚
renfu 认负
rengou 认购
renjuan 认捐
renke 任课
renling 认领
renqin 认亲
rensili 认死理
rentonggan 认同感
renyang 认养
renzeizuofu 认贼作父
renzhang 认账
renzhen 认真
renzhun 认准
renzui 认罪
renrenzaige 任人宰割
renbian 任便
renjiao 任教
renlaorenyuan 任劳任怨
renmian 任免
renping 任凭
renqiziran 任其自然
renrenbaibu 任人摆布
renrenweiqin 任人唯亲
renrenweixian 任人唯贤
rensui 任随
renyong 任用
renyou 任由
renzhongdaoyuan 任重道远
rendai 韧带
rendu 韧度
renjin 韧劲
reng 扔
rengqi 扔弃
rengjiu 仍旧
rengran 仍然
ri 日
riban 日班
ribao 日报
riben 日本
riboxishan 日薄西山
richan 日产
richang 日场
richeng 日程
richengbiao 日程表
richu 日出
richuo 日戳
riermanren 日耳曼人
rigong 日工
riguang 日光
riguangdeng 日光灯
riguangyu 日光浴
rihou 日后
rijiyuelei 日积月累
riji 日记
rijiben 日记本
rijizhang 日记账
rijian 日间
rijiutianchang 日久天长
rijun 日均
riliwanji 日理万机
rili 日历
riluo 日落
rimutuqiong 日暮途穷
rinei 日内
ripianshi 日偏食
riqi 日期
riqian 日前
riqu 日趋
riquanshi 日全食
ririyeye 日日夜夜
rishai 日晒
rishaiyulin 日晒雨淋
rishangsangan 日上三竿
rishenyiri 日甚一日
rishi 日食
ritou 日头
rituo 日托
riwen 日文
rixi 日夕
rixin 日薪
rixinyueyi 日新月异
riye 日夜
riyijiye 日以继夜
riyi 日益
riyong 日用
riyongpin 日用品
riyu 日语
riyuan 日元
riyue 日月
riyuerusuo 日月如梭
riyun 日晕
riza 日杂
rizhao 日照
rizhen 日臻
rizhenwanmei 日臻完美
rizhi 日志
rizi 日子
rong 戎
rongji 戎机
rongma 戎马
rongmakongzong 戎马倥偬
rongzhuang 戎装
rongbu 绒布
ronghua 绒花
rongmao 茸毛
rongxian 绒线
rongyi 绒衣
rongrong 溶溶
rongguang 容光
rongsheng 荣升
rongdeng 荣登
ronggui 荣归
ronghuo 荣获
rongku 荣枯
rongli 荣立
rongren 荣任
rongru 荣辱
rongruyugong 荣辱与共
rongtui 荣退
rongxing 荣幸
rongyao 荣耀
rongying 荣膺
rongyu 荣誉
rongyugan 荣誉感
rongyujunren 荣誉军人
rongguanghuanfa 容光焕发
rongliang 容量
rongliu 容留
rongna 容纳
rongqi 容器
rongqing 容情
rongshen 容身
rongxu 容许
rongyan 熔岩
rongdong 溶洞
ronghe 溶合
rongjie 融解
rongshi 溶蚀
rongxue 溶血
rongye 溶液
rongshu 榕树
rongdian 熔点
rongduan 熔断
ronglian 熔炼
ronglu 熔炉
rongzhu 熔铸
rongyuan 蝾螈
ronghui 融会
ronghuiguantong 融会贯通
rongqia 融洽
rongtong 融通
rongweiyiti 融为一体
rongzi 融资
rongchang 冗长
rongza 冗杂
rou 鞣
rouchang 柔肠
rouchangcunduan 柔肠寸断
roudao 柔道
rouhe 糅合
rouhua 柔滑
roumei 柔媚
rounen 柔嫩
rouqing 柔情
rouren 柔韧
rouruan 柔软
rourun 柔润
rouruo 柔弱
roushun 柔顺
rouwan 肉丸
rouxi 柔细
rouzisha 柔姿纱
roucuo 揉搓
roulin 蹂躏
rouzijie 肉孜节
rouxing 肉刑
rouyan 肉眼
rouge 肉鸽
rouni 肉泥
rouyu 肉欲
rouzhi 肉汁
rousong 肉松
rouzhipin 肉制品
rouzhongci 肉中刺
rouzhu 肉猪
rouan 肉案
roubing 肉饼
roubo 肉搏
rouding 肉丁
rougan 肉感
rougui 肉桂
rouhong 肉红
rouhuhu 肉乎乎
rouji 肉鸡
roujiang 肉酱
roulei 肉类
rouliu 肉瘤
rouma 肉麻
roumoer 肉末儿
rouniu 肉牛
roupianer 肉片儿
roupiao 肉票
roupu 肉脯
rouqin 肉禽
rouse 肉色
roushen 肉身
roushi 肉食
routi 肉体
routou 肉头
rouxianer 肉馅儿
ru 茹
ruyuanyichang 如愿以偿
ruchang 如常
ruchu 如初
ruchuyizhe 如出一辙
ruci 如次
rucieryi 如此而已
rucishuolai 如此说来
rufapaozhi 如法炮制
rugesanqiu 如隔三秋
rugu 入骨
ruguo 如果
ruguoshuo 如果说
ruhe 如何
ruhutianyi 如虎添翼
ruhuasijin 如花似锦
ruhuasiyu 如花似玉
ruhuorutu 如火如荼
ruhuozhibao 如获至宝
rujisike 如饥似渴
rujianzaixian 如箭在弦
rujiaosiqi 如胶似漆
rujin 如今
rujiu 如旧
rulai 如来
rulangsihu 如狼似虎
ruleiguaner 如雷贯耳
rulindadi 如临大敌
rulinshenyuan 如临深渊
rulvbobing 如履薄冰
rulvpingdi 如履平地
rumangzaibei 如芒在背
rumengchuxing 如梦初醒
runiaoshousan 如鸟兽散
runiufuzhong 如牛负重
ruqi 如其
ruqirusu 如泣如诉
ruqiansuoshu 如前所述
rurizhongtian 如日中天
ruruo 如若
rusangkaobi 如丧考妣
rushang 儒商
rushi 濡湿
rushizhongfu 如释重负
rushujiazhen 如数家珍
rushu 溽暑
rutong 如同
ruxia 如下
ruxu 如许
ruyi 如意
ruyisuanpan 如意算盘
ruyingsuixing 如影随形
ruyudeshui 如鱼得水
ruyuan 入院
ruyue 如约
ruzuiruchi 如醉如痴
ruzuozhenzhan 如坐针毡
rukuhanxin 茹苦含辛
rumaoyinxue 茹毛饮血
rulin 儒林
rujia 儒家
rujiang 儒将
rujiao 乳胶
rusheng 儒生
rushidao 儒释道
ruxue 儒学
ruya 乳牙
ruzhe 儒者
rudong 嚅动
ruzikejiao 孺子可教
ruzi 孺子
ruziniu 孺子牛
ruran 濡染
ruchong 蠕虫
ruru 蠕蠕
ruhuangse 乳黄色
ruji 乳剂
rujiaoqi 乳胶漆
ruchi 乳齿
rulao 乳酪
ruming 辱命
rumu 乳母
runiu 乳牛
rupin 乳品
rusuan 乳酸
rubai 乳白
ruchouweigan 乳臭未干
ruer 乳儿
rufang 乳房
ruhua 入画
rutang 乳糖
rutou 乳头
ruxian 乳腺
ruxiu 乳臭
ruyan 乳燕
ruzhao 乳罩
ruzhi 乳汁
ruzhipin 乳制品
ruzhu 乳猪
ruma 辱骂
rumo 辱没
ruwu 入伍
ruye 入夜
rubao 入保
rubufuchu 入不敷出
rucang 入仓
ruchangquan 入场券
ruchangshi 入场式
ruchao 入超
rudang 入档
rudao 入道
rudui 入队
rufu 入伏
rugang 入港
ruge 入阁
rugou 入彀
ruguan 入关
ruhaikou 入海口
ruhu 入户
ruhuo 入伙
rujing 入镜
rukou 入寇
ruku 入库
rulian 入殓
rulie 入列
ruliu 入流
rumen 入门
rumeng 入梦
rumi 入迷
rumusanfen 入木三分
ruqin 入侵
ruqingruli 入情入理
rushen 入神
rushou 入手
rushui 入睡
rutu 入土
rutuan 入团
ruwang 入网
ruwei 入微
ruweier 入味儿
ruxi 入戏
ruxiangsuisu 入乡随俗
ruxie 入邪
ruxuan 入选
ruxun 入汛
ruyao 入药
ruyu 入狱
ruzhang 入帐
ruzhui 入赘
ruzuo 入座
rure 溽热
ruchuang 褥疮
rudan 褥单
rutao 褥套
ruanbaozhuang 软包装
ruanchi 软尺
ruancipan 软磁盘
ruandan 软蛋
ruandaozi 软刀子
ruandingzi 软钉子
ruanduan 软缎
ruangao 软膏
ruangu 软骨
ruangubing 软骨病
ruan 软
ruangutou 软骨头
ruanguan 软管
ruanhuhu 软乎乎
ruanhua 软话
ruanhuo 软和
ruanjian 软件
ruanjianbao 软件包
ruanjin 软禁
ruankexue 软科学
ruanmianmian 软绵绵
ruanmoyingpao 软磨硬泡
ruanmu 软木
ruanmusai 软木塞
ruanpan 软盘
ruanpian 软片
ruanqu 软驱
ruanruo 软弱
ruanshui 软水
ruantang 软糖
ruanti 软梯
ruanwo 软卧
ruanxi 软席
ruanyi 软椅
ruanyinliao 软饮料
ruanyingbuchi 软硬不吃
ruanyingjianshi 软硬兼施
ruanzhibiao 软指标
ruanzhuolu 软着陆
ruanzuzhi 软组织
ruanzuo 软座
ruibukedang 锐不可当
ruijian 锐减
ruijiao 锐角
ruili 锐利
ruiqi 锐气
ruiyan 锐眼
ruiyi 锐意
ruiyijinqu 锐意进取
ruixue 瑞雪
ruizhi 睿智
run 闰
runnian 闰年
runyue 闰月
runbi 润笔
runhua 润滑
runhuaji 润滑剂
runhuayou 润滑油
runse 润色
runshi 润饰
runze 润泽
ruofei 若非
ruo 弱
ruogan 若干
ruohe 若何
ruojiruoli 若即若离
ruomingruoan 若明若暗
ruoshi 弱视
ruowuqishi 若无其事
ruoyinruoxian 若隐若现
ruoyousuoshi 若有所失
ruoyousuosi 若有所思
ruoda 偌大
ruozhe 弱者
ruobujinfeng 弱不禁风
ruobushengyi 弱不胜衣
ruodian 弱点
ruohua 弱化
ruorouqiangshi 弱肉强食
ruoxiang 弱项
ruoxiao 弱小
ruozhi 弱智
ruoli 箬笠
sa 卅
saye 撒野
saqi 撒气
sashou 撒手
sashoujian 撒手锏
satui 撒腿
salazu 撒拉族
sawang 撒网
sazhong 撒种
sadan 撒旦
sahuaner 撒欢儿
sahuang 撒谎
sajiao 撒娇
sajiufeng 撒酒疯
salai 撒赖
saluo 撒落
saniao 撒尿
sapo 撒泼
sabo 撒播
salei 洒泪
sasao 洒扫
sashuiche 洒水车
satuo 洒脱
sasa 飒飒
sashuang 飒爽
sai 鳃
saiche 塞车
saishang 塞上
saiya 塞牙
saizi 塞子
saibangzi 腮帮子
saixian 腮腺
saixianyan 腮腺炎
saibei 塞北
saiwai 塞外
saiwengshima 塞翁失马
saichang 赛场
saicheng 赛程
saichuan 赛船
saidian 赛点
saihui 赛会
saiji 赛季
sailuluo 赛璐珞
saima 赛马
saipao 赛跑
saiqi 赛期
saiqiu 赛球
saiqu 赛区
saishi 赛事
saisi 赛似
saiting 赛艇
saizhi 赛制
sanjiutian 三九天
sanminzhuyi 三民主义
sanjun 三军
sanchongchang 三重唱
sangedaibiao 三个代表
sanlengjing 三棱镜
sanhuangwudi 三皇五帝
sanliandan 三联单
sanmingzhi 三明治
sanjiaozhai 三角债
sanlingwushen 三令五申
sanliujiudeng 三六九等
sanlunche 三轮车
sanluner 三轮儿
sandianshui 三点水
sanfanliangci 三番两次
sanfanwuci 三番五次
sanfei 三废
sanfu 三副
sanfutian 三伏天
sangeng 三更
sangengbanye 三更半夜
sanguliupo 三姑六婆
sangumaolu 三顾茅庐
sanguo 三国
sanhaosheng 三好生
san 叁
sanbafunvjie 三八妇女节
sanbashi 三八式
sanbailiushihang 三百六十行
sanbandao 三班倒
sanheban 三合板
sanhetu 三合土
sanhualian 三花脸
sanbao 三宝
sanbei 三北
sanbuguan 三不管
sanbuqu 三部曲
sancan 三餐
sanchaji 三叉戟
sanchalukou 三岔路口
sanchan 三产
sanchangliangduan 三长两短
sanchongzou 三重奏
sandianshi 三点式
sanjitiaoyuan 三级跳远
sansierxing 三思而行
sanjianqikou 三缄其口
santianliangtou 三天两头
sanjiao 三角
sanjiaoban 三角板
santong 三通
santouliubi 三头六臂
sanwei 三围
sanweikongjian 三维空间
sanweiyiti 三位一体
sanwuchengqun 三五成群
sanxia 三夏
sanjiaojia 三脚架
sanjiaoku 三角裤
sanjiaolianai 三角恋爱
sanjiaotie 三角铁
sanjiaoxing 三角形
sanxiawuchuer 三下五除二
sanxian 三鲜
sanjiaozhou 三角洲
sanjiaojiuliu 三教九流
sanjie 三节
sanjiu 三九
sanxiang 三相
sanxineryi 三心二意
sanyanliangyu 三言两语
sanyuanse 三原色
sanyuesan 三月三
sanzaibanan 三灾八难
sanzhishou 三只手
sanziqiye 三资企业
sanzijing 三字经
sanzudingli 三足鼎立
sannong 三农
sanpei 三陪
sanqi 三七
sanqinliugu 三亲六故
sanqingtuan 三青团
sanqiu 三秋
sansanliangliang 三三两两
sanshengyouxing 三生有幸
sanshier 三十儿
sansi 三思
sanbing 伞兵
sangu 伞骨
sanbingyouyong 散兵游勇
sangong 散工
sanguang 散光
sanji 散剂
sanjia 散架
sanju 散居
sanman 散漫
sanqu 散曲
sanshe 散射
sanwen 散文
sanwenshi 散文诗
sanzhuang 散装
sanzuo 散座
sanzi 馓子
sanban 散板
sanjian 散见
sanxi 散戏
sanbo 散播
sanbu 散布
sanchang 散场
sanda 散打
sanfa 散发
sanfang 散放
sanhui 散会
sanhuo 散伙
sanluan 散乱
sanluo 散落
sanmen 散闷
sanreqi 散热器
sanshi 散失
santanzi 散摊子
sanwang 散亡
sanxin 散心
sanxue 散学
sanyang 散养
sanyi 散佚
sanzhi 散置
sangnayu 桑拿浴
sang 嗓
sangcan 桑蚕
sangna 桑拿
sangshen 丧身
sangtian 桑田
sangye 桑叶
sangyuan 桑园
sangzi 桑梓
sangfu 丧服
sangjia 丧假
sangjiaquan 丧家犬
sangli 丧礼
sangluan 丧乱
sangmenxing 丧门星
sangshi 丧事
sangzang 丧葬
sangzhong 丧钟
sangmener 嗓门儿
sangyin 嗓音
sangziyan 嗓子眼
sangdan 丧胆
sanghunluopo 丧魂落魄
sangjiazhiquan 丧家之犬
sangjintianliang 丧尽天良
sangming 丧命
sangou 丧偶
sangqi 丧气
sangquanruguo 丧权辱国
sangsheng 丧生
sangwang 丧亡
sangxinbingkuang 丧心病狂
sangzhi 丧志
sao 缫
saoshounongzi 搔首弄姿
saotou 搔头
saoyang 瘙痒
saodong 骚动
saohuo 骚货
saoluan 骚乱
saorao 骚扰
saosi 缫丝
saochu 扫除
saodang 扫荡
saodi 扫地
saodichumen 扫地出门
saodu 扫毒
saohuang 扫黄
saohuangdafei 扫黄打非
saolei 扫雷
saomang 扫盲
saomiao 扫描
saomiaoyi 扫描仪
saomu 扫墓
saoping 扫平
saoqing 扫清
saoshe 扫射
saoshi 扫视
saowei 扫尾
saoxing 扫兴
saofuren 嫂夫人
saosao 嫂嫂
saozi 臊子
saoqi 臊气
saozhou 扫帚
saozhouxing 扫帚星
seze 塞责
secha 色差
selineiren 色厉内荏
se 涩
sebi 色笔
secai 色彩
sedai 色带
sedan 色胆
sediao 色调
sedu 色度
seguang 色光
segui 色鬼
sela 色拉
selayou 色拉油
selang 色狼
semang 色盲
semimi 色迷迷
semo 色魔
sepu 色谱
seqing 色情
seqingkuang 色情狂
sesu 色素
sexiang 色相
seyu 色欲
sese 瑟瑟
sesuo 瑟缩
senlin 森林
senran 森然
sensen 森森
senyan 森严
seng 僧
sengduozhoushao 僧多粥少
senglv 僧侣
sengmao 僧帽
sengni 僧尼
sengren 僧人
sengsu 僧俗
sengtu 僧徒
sha 霎
shachongji 杀虫剂
shadu 杀毒
shafa 杀伐
shafujipin 杀富济贫
shahai 沙害
shaji 杀机
shajiquluan 杀鸡取卵
shajixiahou 杀鸡吓猴
shajia 杀价
shajie 杀戒
shajun 杀菌
shalu 杀戮
shalve 杀掠
shaqi 沙碛
shaqitengteng 杀气腾腾
shaqing 杀青
sharenbujianxie 杀人不见血
sharenbuzhayan 杀人不眨眼
sharenmiekou 杀人灭口
sharenruma 杀人如麻
sharenyuehuo 杀人越货
shashang 杀伤
shashangli 杀伤力
shashenchengren 杀身成仁
shashenzhihuo 杀身之祸
shasheng 杀生
shashou 杀手
shashoujian 杀手锏
shashu 杀熟
shatou 杀头
shayijingbai 杀一儆百
shajin 沙金
shapan 沙盘
shaya 沙哑
shabao 沙包
shacan 沙参
shachang 沙场
shachen 沙尘
shachenbao 沙尘暴
shadai 沙袋
shadiao 沙雕
shadingyu 沙丁鱼
shae 沙俄
shafachuang 沙发床
shafayi 沙发椅
shaguo 沙果
shahua 傻话
shahuang 沙荒
shakeng 沙坑
shalitaojin 沙里淘金
shali 沙砾
shaliu 沙柳
shalong 纱笼
shamen 沙门
shami 沙弥
shamo 沙漠
shaou 沙鸥
shaqiu 沙丘
shasha 沙沙
shashi 沙石
shatan 沙滩
shatanpaiqiu 沙滩排球
shatian 沙田
shatu 沙土
shawenzhuyi 沙文主义
shayan 砂眼
shayu 沙浴
shazai 沙灾
shazao 沙枣
shazhou 沙洲
shazi 沙子
shadeng 纱灯
shabu 纱布
shachuang 纱窗
shading 纱锭
shamao 纱帽
shaxian 纱线
shazhang 纱帐
shazhao 纱罩
shaba 刹把
shache 煞车
shaguan 砂罐
shajiang 砂浆
shalun 砂轮
shatang 砂糖
shazhi 砂纸
shafengjing 煞风景
shawei 煞尾
shamu 杉木
shagao 杉篙
shadaheicu 傻大黑粗
shagua 傻瓜
shaguaxiangji 傻瓜相机
shahehe 傻呵呵
shahuhu 傻乎乎
shajiner 傻劲儿
shalengleng 傻愣愣
shalishaqi 傻里傻气
shatoushanao 傻头傻脑
shaxiao 傻笑
shaxue 歃血
shabai 煞白
shafeikuxin 煞费苦心
shafeixinji 煞费心机
shayoujieshi 煞有介事
shazhu 煞住
shashijian 霎时间
shai 筛
shaikang 筛糠
shaixuan 筛选
shaizi 色子
shaijiu 色酒
shaichang 晒场
shaitai 晒台
shaitu 晒图
shanzha 山楂
shanzhagao 山楂糕
shanzhai 山寨
shanzhenhaiwei 山珍海味
shanzhuang 山庄
shanzui 山嘴
shancun 山村
shangalaer 山旮旯儿
shanhong 山洪
shanjing 山景
shan 骟
shanao 山坳
shanbao 善报
shanbeng 山崩
shancha 山茶
shancheng 山城
shanchuan 山川
shandawang 山大王
shandi 山地
shandian 山巅
shanding 删定
shandong 扇动
shandongkuaishu 山东快书
shanfeng 山风
shangang 山冈
shangaoshuidi 山高水低
shange 上颚
shangou 山沟
shangu 山谷
shanguangshuise 山光水色
shanguo 山果
shanhe 山河
shanhetao 山核桃
shanhua 山花
shanhuang 山荒
shanhuo 山货
shanji 闪击
shanjian 删减
shanjiao 山脚
shankou 山口
shanlan 山岚
shanliang 山梁
shanlihong 山里红
shanlin 山林
shanling 山陵
shanlu 山麓
shanluan 山峦
shanmai 山脉
shanmaoju 山毛榉
shanmen 山门
shanmenghaishi 山盟海誓
shanmin 山民
shannanhaibei 山南海北
shanpao 山炮
shanpo 山坡
shanqiang 山墙
shanqingshuixiu 山清水秀
shanqiongshuijin 山穷水尽
shanqiu 山丘
shanqu 山区
shanquan 擅权
shanque 山雀
shanse 山色
shanshen 闪身
shanshi 善事
shanshui 山水
shanshuihua 山水画
shantang 山塘
shantao 山桃
shantou 山头
shanwa 山洼
shanwo 山窝
shanxi 山系
shanxibangzi 山西梆子
shanxian 山险
shanxiang 山响
shanxiao 山魈
shanya 山崖
shanyan 闪眼
shanyang 赡养
shanyanghuzi 山羊胡子
shanyao 山药
shanyaodan 山药蛋
shanye 山野
shanyin 山阴
shanyu 鳝鱼
shanyue 山岳
shanchu 删除
shanfanjiujian 删繁就简
shangai 删改
shanjie 删节
shanxue 删削
shanshan 潸潸
shanshanlaichi 姗姗来迟
shanhu 珊瑚
shanhuchong 珊瑚虫
shanhudao 珊瑚岛
shanhujiao 珊瑚礁
shanban 舢板
shanfengdianhuo 煽风点火
shanqing 煽情
shanran 潸然
shanranleixia 潸然泪下
shanwei 膻味
shankai 闪开
shanbi 闪避
shandao 闪道
shandianzhan 闪电战
shanguang 闪光
shanguangdeng 闪光灯
shanguangdian 闪光点
shannian 闪念
shanshe 闪射
shanshuo 闪烁
shanshuoqici 闪烁其词
shanrang 禅让
shanqi 疝气
shanbu 苫布
shanbei 扇贝
shanmianer 扇面儿
shanxing 善行
shanzhui 扇坠
shanzi 扇子
shanbaganxiu 善罢甘休
shanben 善本
shandai 善待
shane 善恶
shangan 善感
shanhou 善后
shanjierenyi 善解人意
shanju 善举
shankuan 善款
shanlei 善类
shannanxinnv 善男信女
shanren 善人
shanshishanzhong 善始善终
shanwang 善忘
shanxin 善心
shanyi 善意
shanzhan 善战
shanzhong 善终
shanxie 缮写
shanbian 嬗变
shanchang 擅长
shanlizhishou 擅离职守
shanru 擅入
shanfei 膳费
shansu 膳宿
shangcai 上菜
shanghao 伤耗
shangsheng 伤生
shang 垧
shangba 伤疤
shangbei 上辈
shangbing 伤兵
shangbingyuan 伤病员
shangcan 伤残
shangcanren 伤残人
shangdao 伤悼
shangfeng 上峰
shangfengbaisu 伤风败俗
shanggan 上感
shanghai 商海
shanghan 伤寒
shanghen 伤痕
shanghenwenxue 伤痕文学
shanghuai 伤怀
shangjindonggu 伤筋动骨
shangkou 上口
shangnaojin 伤脑筋
shangqing 商请
shangren 伤人
shangshen 伤神
shangshi 上世
shangtianhaili 伤天害理
shangtong 伤痛
shangwang 伤亡
shangxin 上心
shangyuan 伤员
shangdiao 商调
shangding 商定
shangdui 商队
shangfa 商法
shangbu 商埠
shangfan 商贩
shanggang 商港
shanggu 商贾
shanghang 商行
shangban 商办
shangbiao 上膘
shangchang 上场
shangcheng 上乘
shangchuan 商船
shangdian 商店
shanghu 商户
shanghui 上回
shangji 商计
shangjia 上家
shangjian 赏鉴
shangjie 商借
shangliang 上梁
shanglu 商路
shanglv 商旅
shangmao 商贸
shangpin 上品
shangpinfang 商品房
shangpinhua 商品化
shangpinjingji 商品经济
shangpinliang 商品粮
shangqia 商洽
shangquan 商圈
shangque 商榷
