hai है
rahamatapura रहमतपुर
rasikapriyaa रसिकप्रिया
rameshvarama रमेश्वरम
rachanaavidhaana रचनाविधान
raktasachaara रक्तसंचार
raktavaahikaasadhaana रक्तवाहिकासंधान
raktavaahikaao रक्तवाहिकाओं
yooiephae यूइएफए
yuvaanachvaaga युवानच्वांग
yuropaa युरोपा
yaahayaa याहया
yaalaagee यालागीं
yaaraa यारां
yarakauda यरकौड
yadhapi यधपि
yateendranaatha यतीन्द्रनाथ
myoochyuala म्यूच्युअल
madaarina मंदारिन
morgaanaa मोर्गाना
moravaala मोरवाल
moradvaaja मोरद्वाज
momo मोमो
malo मॉलों
maduleshana मॉडुलेशन
maisana मैसन
maireegolda मैरीगोल्ड
maitalaiba मैटलैब
maikroblaka मैक्रोब्लॉक
maikeja मैकेंज़ी
mehedee मेहेंदी
melvina मेल्विन
mejesteeja मेजेस्टीज़
megaapiksela मेगापिक्सेल
mrigaavatee मृगावती
mooge मूंगे
moolachanda मूलचन्द
muhaase मुंहासे
mugelee मुंगेली
meerajaaphara मीरजाफर
misira मिसिर
millee मिल्ली
miraindaa मिरैन्डा
midalatana मिडलटन
mijoree मिजोरी
miuraa मिउरा
maaldinee माल्डिनी
maaltoja माल्टोज़
maalkama माल्कम
maarganirdesha मार्गनिर्देश
maariyona मारियोन
apharane अफरने
apharanaa अफरना
apharate अफरते
apharatee अफरती
treila ट्रेफ़ौइल
kujavihaaree कुंजविहारी
yathavattaa यथवत्ता
ahidaivata अहिदैवत
adhishthaatree अधिष्ठात्री
aphala अफल
aphalataa अफलता
aphalo अफलों
aphalaa अफला
aphale अफले
tathyaka तथ्यक
puraskaarya पुरस्कार्य
sheeshanamana शीशनमन
hvista ह्विस्ट
adapatara अडॉपटर
haidaphisa हैडऑफिस
tarpanechchhu तर्पणेच्छु
kathaanikaa कथानिका
anajaamaa अनजामा
jupittee जुड़ापित्ती
sakhada सखंड
kraucharadhra क्रौचरंध्र
palaayita पलायित
drutakaaryataa द्रुतकार्यता
gheeva घीव
niravahaalikaa निरवहालिका
hapushaa हपुषा
shatataaraka शततारक
yaatraavashyaka यात्रावश्यक
gheesa घीस
gheesaa घीसा
tathyata तथ्यत
tathyataa तथ्यता
investmeta इन्वेस्ट्मेंट
tvagvasama त्वग्वसम
aigta ऐग्ज़िट
mishradhaatu मिश्रधातु
aspashtavaaditaa अस्पष्टवादिता
aiplauyara ऐंप्लौयर
pachagraha पंचग्रह
puruhoota पुरुहूत
puruhooto पुरुहूतों
betuaa बेतुआ
rikardigayogya रिकॉर्डिंगयोग्य
vishvaasakaaraka विश्वासकारक
baijeelaa बैजीला
setalameta सेटलमेंट
setalameto सेटलमेंटों
sammatrana सम्मंत्रण
trijya त्रिज्य
trijyo त्रिज्यों
trijyaa त्रिज्या
trijye त्रिज्ये
nagaabuchaa नंगाबुचा
matraalayee मंत्रालयी
aarchabishapa आर्चबिशप
aarchabishapo आर्चबिशपों
phekaanaa फेंकाना
apamaanavachana अपमानवचन
apamaanavachano अपमानवचनों
raktaaamatisaara रक्तआमतिसार
pitusvasaa पितुःस्वसा
ragapatthaa रगपट्ठा
ragapatthe रगपट्ठे
ragapattho रगपट्ठों
vanagamana वनगमन
thelamathela ठेलमठेल
thelamathele ठेलमठेलें
thelamathelo ठेलमठेलों
thelamathelaa ठेलमठेला
pralobhinee प्रलोभिनी
daseree दसेरी
sakridgarbha सकृद्गर्भ
praaimetsa प्राइमेट्स
kardaaita कॉर्डाइट
tvagvasaa त्वग्वसा
ketla केट्ल
saamavaayika सामवायिक
rahsya रह्स्य
akheta अखेट
betuka बेतुक
betuke बेतुके
taatagu तातगु
taatagoo तातगू
aamadana आमदन
achavaanaa अंचवाना
ainaklora ऐनक्लोज़र
rajamada ग़रजमंद
nirajosu निरजोसु
abhaga अभंग
abhagee अभंगी
abhagataa अभंगता
kavyavaaha कव्यवाह
nishkarma निष्कर्म
nishkarmo निष्कर्मों
nishkarmaa निष्कर्मा
hetvatara हेत्वंतर
akheda अखेद
akhedee अखेदी
traumabona ट्रौमबोन
kordobaa कोर्डोबा
nividata निविडत
nividataa निविडता
saanubhooti सानुभूति
jagadvala जगद्वल
mohamamataapoorna मोहममतापूर्ण
asambandha असम्बन्ध
phani फणि
ooshmaasaha ऊष्मासह
nishkarshee निष्कर्षी
yoocharolaajista फ़्यूचरोलाजिस्ट
soobaa सूबा
soobo सूबों
yuktaakshara युक्ताक्षर
aljeriaavaasee अल्जेरिआवासी
virodhaabhaasapoorna विरोधाभासपूर्ण
kuchaa कुँचा
kuchee कुँची
dasanaama दसनाम
dasanaamee दसनामी
vhaatanauta व्हाटनौट
mathavaada मठवाद
aabaadhaa आबाधा
sprashtaa स्प्रष्टा
idriyaatmaka इंद्रियात्मक
lekhakaadheena लेखकाधीन
vyutkrama व्युत्क्रम
vyutkramo व्युत्क्रमों
ekatrishat एकत्रिंशत्
pakshahata पक्षहत
chechulaa चेंचुला
pashchaatta पश्चात्त
pashchaattaa पश्चात्ता
siddhilaabha सिद्धिलाभ
kaarnaata कार्णाट
pshanala ऑप्शनल
mudraavali मुद्रावलि
nekanaama नेकनाम
nekanaamee नेकनामी
nindya निन्द्य
anindya अनिन्द्य
kutoohala कुतूहल
kutoohalee कुतूहली
kutoohalataa कुतूहलता
kutoohalo कुतूहलों
saurabhya सौरभ्य
setimeta सेंटिमेंट
setimeto सेंटिमेंटों
baayabhaka बायभक
chakakartaa चॅककर्ता
keeramakaataa कीरमकाटा
keeramakaate कीरमकाटे
aatakapoorna आंतकपूर्ण
mathavaasa मठवास
mathavaasee मठवासी
pakshahara पक्षहर
bhuaa भुआ
abhuaa अभुआ
patayukta पटयुक्त
staapa स्टांप
staapo स्टांपों
saitreeyooja सैंट्रीफ़्यूज
uttaraamerikee उत्तरअमेरिकी
bhuee भुई
treeneedaada ट्रीनीडाड
sameekrita समीकृत
chabaka चबक
chabakataa चबकता
chabakiyo चबकियो
chabako चबको
chabakoge चबकोगे
chabakogee चबकोगी
chabake चबके
chabakegee चबकेगी
chabakegaa चबकेगा
chabakege चबकेंगे
chabakoo चबकूँ
chabakoogee चबकूँगी
chabakoogaa चबकूँगा
chabakee चबकी
chabakie चबकिए
chabakiegee चबकिएगी
chabakiegaa चबकिएगा
chabakane चबकने
chabakanaa चबकना
chabakate चबकते
chabakatee चबकती
chabakaa चबका
dunaalee दुनाली
gunanikaa गुणनिका
trinajalaukaa तृणजलौका
vaitandee वैतण्डी
niyamanapoorna नियमनपूर्ण
vipakshataa विपक्षता
vipaksho विपक्षों
chadradeva चंद्रदेव
chadradevee चंद्रदेवी
chikitsita चिकित्सित
achikitsita अचिकित्सित
kosheya कोषेय
ujoo उजू
adhakhulaa अधखुला
adhakhulee अधखुली
adhakhule अधखुले
talleena तल्लीन
talleenataa तल्लीनता
khaadigaa खांडिगा
daiteyanishoodana दैतेयनिषूदन
rachanaadheena रचनाधीन
bheetaraghaata भीतरघात
bheetaraghaatee भीतरघाती
bheetaraghaato भीतरघातों
mahipotsarga महिपोत्सर्ग
hojiyaree होजियरी
bhuka भुक
bhootavaahanasaarathee भूतवाहनसारथी
bhuga भुग
bhugiyo भुगियो
bhugo भुगो
bhugoge भुगोगे
bhugogee भुगोगी
bhuge भुगे
bhugegee भुगेगी
bhugegaa भुगेगा
bhugege भुगेंगे
bhugoo भुगूँ
bhugoogee भुगूँगी
bhugoogaa भुगूँगा
bhugee भुगी
bhugie भुगिए
bhugiegee भुगिएगी
bhugiegaa भुगिएगा
bhugane भुगने
bhuganaa भुगना
bhugate भुगते
bhugatee भुगती
bhugataa भुगता
bhugakara भुगकर
parirtana परिर्तन
avarodhapoorna अवरोधपूर्ण
byodaa ब्योंडा
byode ब्योंडे
byodo ब्योंडों
dheeshakti धीशक्ति
dheeshaktiyaa धीशक्तियाँ
